	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
Male_MEL_MEL_M1	-0.277501	-0.180576	-0.174467	0.237026	-0.316520	-0.025481	-0.116279	-0.107469	-0.064647	-0.253792	-0.081270	0.226642	0.118456	-0.070476	-0.259716	-0.078264	0.217178	0.083998	-0.109883	0.007941	0.007364	0.063340	0.060976	-0.267648	0.344005	-0.157524	-0.121686	-0.144148	-0.100129	0.011887	0.155629	0.301631	0.340339	-0.240075	-0.085899	0.027915	-0.254830	0.735654	0.856182	-0.576986	-0.616451	-0.780251	-0.626028	-0.673869	-0.492015	0.805973	0.850333	-0.788020	0.157752	-0.653245	1.000000	-0.814550	0.622428	0.616092	0.016484	-0.440031	0.066054	0.037051	-0.020676	0.006219	-0.069330	0.351095	-0.229590	-0.192259	0.577706	-0.063904	0.204697	-0.062035	-0.257853	0.140971	0.046475	0.186402	0.056316	-0.228826	0.062724	-0.065201	-0.174378	0.023409	-0.041071	-0.034676	-0.006079	-0.183400	-0.187465	-0.132393	-0.152567	-0.205215	-0.251629	-0.187596	0.282113	-0.222946	-0.232378	0.469926	-0.201915	-0.069335	0.002707	-0.105311	0.373836	-0.055231	0.220275	0.374896	-0.292108	-0.057784	0.435089	0.607009	0.172707	0.293777	-0.147681	0.157325	0.425297	0.675473	0.294558	-0.182711	-0.242305	-0.203941	-0.173994	-0.178967	0.300701	0.054790	-0.049755	0.089860	-0.146082	-0.075680	-0.133411	0.262771	0.251398	-0.112280	0.116673	0.500230	-0.062446	0.168476	0.204526	0.413260	-0.155736	-0.143900	-0.093066	-0.092291	0.035743	0.359834
Male_MEL_MEL_M2	0.453194	0.241724	0.207844	-0.441552	0.415439	0.207042	0.302244	0.419145	0.468575	0.531129	0.454217	0.073597	-0.114390	0.179102	0.246004	-0.095100	0.001900	-0.105694	0.264291	-0.035695	0.282923	0.206591	0.211058	0.318844	-0.321660	0.254404	0.209130	0.276375	0.128785	-0.035104	-0.189221	-0.110025	-0.462710	0.441892	0.228189	0.057805	0.338873	-0.888027	-0.860222	0.733015	0.861079	0.757876	0.678831	0.842586	0.668621	-0.725896	-0.889514	0.883942	-0.129515	0.831064	-0.814550	1.000000	-0.727000	-0.744216	-0.022131	0.591255	-0.033318	0.032586	0.087587	-0.108735	0.184261	-0.191487	0.084787	0.324921	-0.663742	0.016558	-0.294609	-0.129962	0.071978	0.055965	-0.234906	-0.155094	0.006021	-0.035411	-0.187843	-0.029654	0.255766	0.030789	0.005761	-0.016225	0.099414	0.082883	0.096895	-0.139419	0.060138	0.015312	-0.068232	0.024224	-0.404349	0.022283	0.289275	-0.401440	0.186908	0.109229	-0.066987	0.107340	-0.235323	0.115515	0.126531	-0.362761	0.285961	0.127013	-0.529100	-0.647135	-0.063637	-0.485873	0.194176	0.085258	-0.522662	-0.438299	-0.430526	0.255043	-0.006160	0.281891	0.083829	0.304570	-0.325741	-0.104387	0.081892	0.064468	0.094565	-0.030982	0.089474	-0.416775	-0.377763	-0.064803	0.145877	-0.425733	0.091941	-0.170020	-0.177078	-0.325643	0.223528	-0.109362	0.114606	-0.043009	-0.291282	-0.530847
Male_Mac-DC_Mac-DC_M1	-0.477703	-0.065927	-0.307947	0.494803	-0.416606	-0.138899	-0.313342	-0.301200	-0.237234	-0.231595	-0.265967	-0.258302	0.188058	-0.239077	-0.040490	0.238468	-0.201831	0.238341	-0.270831	-0.042501	-0.312828	-0.251768	-0.217964	-0.344766	0.599068	-0.068623	-0.010459	-0.272077	0.200338	0.257366	0.335596	0.149524	0.574652	-0.457190	-0.221727	-0.034443	-0.091297	0.749647	0.701120	-0.530111	-0.687111	-0.580770	-0.442755	-0.757713	-0.547561	0.458523	0.685206	-0.673607	0.100982	-0.669090	0.622428	-0.727000	1.000000	0.748970	0.283055	-0.324637	0.085084	0.031571	0.179569	0.367046	-0.114146	-0.079159	-0.002811	-0.338649	0.589695	-0.085711	0.425389	0.259379	-0.047795	-0.115999	0.341224	0.279583	0.202481	0.106430	0.133184	0.018081	-0.222029	-0.060952	-0.031155	0.189452	0.018960	-0.040981	0.016092	0.149074	-0.053174	0.078090	0.088800	-0.064397	0.202210	0.112970	-0.155692	0.122037	-0.198956	-0.151639	0.104306	-0.104759	0.278407	0.016426	-0.151366	0.045082	-0.324870	-0.173206	0.444845	0.617593	-0.090666	0.604632	-0.125461	-0.097535	0.267312	0.353452	0.551486	-0.098131	0.101262	-0.252390	-0.165265	-0.277711	0.292670	-0.003174	0.090892	0.166557	-0.014259	0.133751	-0.048240	0.263895	0.256457	0.254073	-0.066796	0.110393	-0.042255	0.271389	0.228208	-0.004309	-0.292011	0.125939	-0.215444	0.076312	0.383086	0.563260
Male_Pc-vSMC_Pc-vSMC_M1	-0.599469	-0.087298	-0.304449	0.730304	-0.383393	-0.203045	-0.480686	-0.528519	-0.351873	-0.480851	-0.348923	-0.406321	0.268049	-0.347248	-0.060857	0.394129	-0.290797	0.249863	-0.270888	-0.045270	-0.472229	-0.416529	-0.371710	-0.343002	0.359751	-0.043980	-0.009062	-0.307579	-0.034502	0.131046	0.247830	-0.038903	0.790167	-0.665221	-0.349340	0.115448	-0.191162	0.863577	0.651243	-0.533672	-0.781471	-0.470729	-0.428992	-0.816750	-0.616205	0.486231	0.661955	-0.671957	-0.004732	-0.686374	0.616092	-0.744216	0.748970	1.000000	0.212336	-0.297138	0.099911	0.076119	0.041737	0.326567	-0.249559	-0.175605	0.403627	-0.543115	0.550030	-0.143195	0.323685	0.161675	0.198578	-0.261886	0.413423	0.352242	-0.052872	0.382557	0.317234	0.094214	-0.380790	-0.158907	0.000039	-0.026609	-0.095148	0.329456	0.297301	0.467474	0.242962	0.280853	0.279978	0.297513	0.249524	0.337595	0.044505	0.142671	-0.270475	-0.236014	-0.264823	-0.178954	0.182512	-0.080366	0.406756	0.190898	-0.458119	-0.161107	0.428208	0.553837	-0.002190	0.542675	-0.296925	-0.286835	0.355190	0.351650	0.453804	-0.209233	0.303146	-0.307651	-0.075943	-0.531214	0.266470	0.230858	-0.237882	0.024105	-0.091318	0.088481	-0.075511	0.381554	0.457093	0.310403	0.011818	0.122041	-0.249096	0.352002	0.325149	-0.049411	-0.375200	0.309561	-0.309503	0.240021	0.573084	0.702979
Male_Schwann_Schwann_M1	-0.112467	0.415399	-0.220510	0.117057	-0.154224	0.226790	-0.069527	-0.139466	-0.031758	-0.052483	-0.041645	-0.314675	0.057417	-0.149457	0.186487	0.068387	-0.184451	0.190844	0.203634	-0.245572	-0.047458	-0.183756	0.021651	-0.167602	0.329417	0.024289	0.376837	0.010628	0.109673	0.371899	0.082953	-0.118947	0.181019	0.044811	-0.248450	0.110938	0.787979	0.123521	0.158645	0.197823	0.039429	0.002631	0.149855	-0.114591	0.066410	-0.020458	0.081855	0.007734	-0.023940	-0.070968	0.016484	-0.022131	0.283055	0.212336	1.000000	0.667075	0.476822	0.128095	0.473517	0.558374	-0.240997	-0.428441	-0.120486	-0.185424	0.307912	-0.133243	0.506208	0.396102	-0.163962	-0.299136	0.503695	0.485904	0.148802	-0.169058	-0.001146	-0.039134	-0.178545	-0.199486	-0.012328	0.347923	0.244581	-0.209544	-0.027152	-0.168871	-0.159395	0.163511	-0.185125	-0.037879	-0.093341	-0.164829	0.125410	-0.222201	-0.148916	-0.231644	-0.240475	-0.279585	0.036178	0.253185	0.152984	-0.410394	-0.134535	-0.160229	0.242421	0.319448	-0.255946	0.564224	-0.169894	-0.298674	0.049270	0.323411	0.567293	-0.175264	0.215146	-0.222129	-0.105144	-0.174765	0.316785	0.004046	-0.031543	0.406599	0.402101	0.553364	0.184699	0.020272	0.045444	0.326763	-0.225847	-0.462425	-0.000991	0.531393	0.371530	-0.339326	-0.286734	-0.080656	-0.090647	-0.073691	0.233714	0.374520
Male_Schwann_Schwann_M2	0.178634	0.499317	-0.031636	-0.143431	0.132498	0.291269	0.080475	0.077827	0.185039	0.136330	0.212168	-0.062826	0.072182	-0.045477	0.323228	0.062993	-0.149498	0.115914	0.318471	-0.161966	0.141063	-0.058397	0.196245	0.074572	-0.062735	0.228344	0.367902	0.131805	0.034981	0.209374	-0.144998	-0.162463	-0.101126	0.249172	-0.147653	0.104109	0.742411	-0.454878	-0.396487	0.693843	0.580397	0.445298	0.455097	0.390944	0.380506	-0.430581	-0.487850	0.578196	-0.140706	0.435206	-0.440031	0.591255	-0.324637	-0.297138	0.667075	1.000000	0.253779	0.139841	0.306959	0.269167	-0.113386	-0.262092	0.054963	0.134825	-0.139288	-0.194912	0.099914	0.088941	-0.188893	-0.099079	0.172163	0.321555	0.035780	-0.143056	-0.076465	-0.077117	-0.002539	-0.002726	-0.037304	0.143768	0.198079	-0.008388	0.017753	-0.137706	0.088654	0.178545	-0.206905	0.097944	-0.367664	-0.121317	0.301606	-0.279301	-0.099652	-0.148335	-0.130334	-0.178598	-0.087798	0.305018	0.310372	-0.348604	0.091024	-0.021636	-0.103159	-0.156491	-0.238918	0.033645	0.038159	-0.122843	-0.349167	0.135871	0.070227	0.010744	0.132443	-0.041117	-0.051938	0.143408	-0.035715	-0.168951	0.016649	0.330083	0.390886	0.344826	0.056010	-0.274388	-0.118059	0.141448	-0.224712	-0.466240	-0.100466	0.356872	0.195248	-0.283447	-0.064663	-0.074877	0.028787	-0.043215	-0.060653	-0.101490
Male_Schwann_Schwann_M3	0.049285	-0.046003	-0.052794	-0.154052	-0.069465	0.230840	0.085490	0.078112	0.012165	-0.005381	-0.174346	0.095385	-0.076948	0.089496	0.088742	-0.189564	0.155712	0.095263	0.096647	-0.212377	0.098993	0.160790	0.022319	-0.033361	0.203032	-0.219024	-0.043400	0.191758	-0.245762	-0.015966	-0.066695	-0.059932	-0.003596	0.260782	-0.156646	0.157225	0.681091	0.013249	0.099194	-0.069547	0.095603	-0.103423	-0.115462	0.024238	0.195005	0.058456	0.144206	-0.006613	0.127770	0.038693	0.066054	-0.033318	0.085084	0.099911	0.476822	0.253779	1.000000	0.284754	0.073658	0.260318	-0.050141	-0.241464	-0.067770	-0.082159	0.143035	-0.012544	0.321927	0.117844	0.038829	-0.211318	0.326853	0.436171	-0.104740	0.019660	-0.083629	-0.125421	-0.052170	-0.151687	-0.054048	0.165790	0.133500	-0.022390	0.025512	-0.088171	-0.199086	-0.175254	-0.117807	0.055517	-0.045274	0.074539	0.202683	-0.165521	-0.016943	0.048772	-0.111345	-0.024388	-0.025796	0.141183	-0.025293	-0.224036	0.034666	-0.034144	0.037868	0.282393	-0.296827	0.378379	-0.202853	-0.177167	-0.162251	0.100910	0.359390	-0.122803	0.089840	-0.065272	-0.049106	-0.134391	0.214103	0.242014	-0.137323	0.215772	0.305904	0.343161	0.331930	0.001708	-0.069358	0.060139	-0.191757	-0.340809	0.070155	0.401504	0.418540	-0.138192	-0.136582	0.003627	-0.065057	-0.080544	0.010579	0.297051
Male_Schwann_Schwann_M4	0.143644	-0.161941	0.163089	-0.057112	0.110606	-0.104140	0.120370	0.087584	0.038925	-0.141613	-0.267987	0.317251	0.125939	0.210219	-0.096455	0.067372	0.074167	-0.107139	-0.268173	0.127544	-0.154034	-0.078658	-0.045804	0.181577	0.021577	0.093678	-0.289420	-0.154670	-0.309170	-0.174624	-0.023898	0.069099	0.092652	0.087644	-0.214656	-0.187872	0.092023	-0.072643	0.004287	-0.027048	0.011564	0.006524	-0.047501	0.067383	-0.005946	-0.030617	0.011165	0.048009	0.241822	-0.020114	0.037051	0.032586	0.031571	0.076119	0.128095	0.139841	0.284754	1.000000	0.419707	0.068367	0.155384	0.016555	0.096315	0.153839	-0.139759	0.093323	0.065147	-0.109854	0.186478	-0.006216	0.117939	0.263851	-0.165169	0.123835	-0.091981	-0.094457	0.254683	0.012187	-0.176107	-0.092423	-0.067844	0.139604	-0.011163	0.240653	0.137107	-0.003277	0.097949	0.067632	-0.076136	0.099816	0.157658	-0.230623	0.137355	0.200079	0.087256	0.159074	0.019888	-0.201832	-0.106496	-0.206998	0.171942	0.247559	-0.181193	-0.015904	0.285137	0.099671	0.066221	-0.016847	-0.180150	0.141500	0.054064	0.122194	0.064911	0.074196	0.165400	0.115520	0.032314	0.063559	0.017972	-0.086040	-0.021261	0.016039	0.156762	0.331200	-0.122646	0.093495	-0.199869	0.039457	0.162032	0.204868	0.228567	-0.082529	0.134738	0.178592	-0.081091	0.118111	0.101658	0.197509
Male_Schwann_Schwann_M5	0.246404	0.018011	0.135938	-0.069591	0.208067	0.037660	0.225544	0.469452	0.424355	0.444243	0.130506	0.062270	0.136775	0.194070	-0.015149	-0.026039	0.055078	-0.085514	0.041076	0.055838	0.112114	0.089813	0.176200	0.223555	0.201927	0.109403	0.066468	0.004411	0.121187	0.234552	0.113600	0.232480	0.046520	0.126319	0.131992	0.194733	0.297214	-0.076777	0.077084	0.005129	0.102355	0.047412	0.263536	0.176283	0.156625	-0.016566	0.028701	0.091777	0.236112	0.074171	-0.020676	0.087587	0.179569	0.041737	0.473517	0.306959	0.073658	0.419707	1.000000	0.250057	0.266017	-0.225563	-0.286720	-0.032904	-0.073691	0.263843	0.198701	0.062948	0.063500	-0.121264	0.278815	0.254931	0.126433	-0.191531	-0.049285	0.022909	0.201153	-0.196183	-0.003769	0.197768	0.157561	-0.193222	-0.354540	-0.075059	-0.111402	-0.050625	-0.159236	-0.279050	0.077969	-0.140975	-0.069367	-0.137239	0.270490	0.110228	0.115866	0.271518	0.121655	-0.059849	-0.168041	-0.312924	-0.040105	0.213800	-0.107795	0.013618	0.000586	0.137061	0.095733	-0.175275	0.306802	0.094623	0.112117	0.284437	-0.089545	0.203409	0.339046	-0.075417	-0.025015	-0.145532	0.068760	0.232520	0.117708	0.255191	0.271458	0.231642	-0.137964	0.160659	-0.122040	-0.312065	0.389411	0.150829	0.302054	-0.318683	-0.007053	-0.112516	-0.002667	0.081116	0.177905	0.224422
FB	-0.169221	0.363926	-0.189502	0.215437	-0.066866	0.026426	-0.051641	-0.228442	-0.041185	-0.138411	-0.203741	-0.318520	-0.090213	-0.031984	0.093329	0.076567	-0.222332	0.005785	0.061518	-0.188531	-0.241298	-0.341611	-0.093789	0.038023	0.551385	0.046497	0.279934	0.050164	0.195627	0.211655	0.300565	-0.250723	0.234307	-0.026631	-0.242301	-0.120988	0.383367	0.222992	0.077403	0.108075	-0.132810	-0.048505	0.154356	-0.164412	0.061588	-0.025516	0.105201	-0.079880	0.196761	-0.233480	0.006219	-0.108735	0.367046	0.326567	0.558374	0.269167	0.260318	0.068367	0.250057	1.000000	-0.102690	-0.625040	0.010840	-0.291142	0.349407	0.188734	0.683429	0.667321	0.287387	-0.281235	0.761449	0.577294	-0.104279	0.168355	0.307558	0.312890	-0.091312	-0.435037	0.310413	0.495267	0.403367	0.004361	0.091651	-0.036302	-0.225090	-0.151381	0.217473	0.115391	0.274376	0.122035	0.271707	-0.309717	0.094542	-0.232359	-0.039382	-0.007356	0.001059	0.450119	0.627894	-0.227406	-0.261742	-0.009326	0.302145	0.299909	-0.266588	0.653957	-0.064605	-0.281763	-0.156351	0.213115	0.685590	0.163541	0.354770	0.111275	0.132082	-0.262480	0.270816	0.097319	-0.047811	0.614528	0.483154	0.638963	0.442163	0.146283	0.281087	0.845656	-0.265355	-0.510782	0.148618	0.562629	0.514102	-0.555414	-0.234781	0.171163	-0.298872	-0.013511	0.610536	0.503355
HFC	0.755332	-0.622059	0.829828	-0.639839	0.887749	-0.647002	0.713478	0.550336	0.116968	0.489355	0.279786	0.480534	-0.405918	0.788630	-0.633324	-0.463894	0.610669	-0.765539	-0.498630	0.492136	0.097342	0.293063	0.129581	0.761819	-0.051837	-0.014756	-0.269961	0.227544	-0.065195	-0.172565	-0.014333	0.011059	-0.488072	0.388821	0.619529	-0.485257	-0.094752	-0.234325	-0.150501	-0.345917	-0.100122	-0.123927	-0.135389	0.393433	-0.256429	0.184541	0.143480	-0.154978	0.598045	-0.147361	-0.069330	0.184261	-0.114146	-0.249559	-0.240997	-0.113386	-0.050141	0.155384	0.266017	-0.102690	1.000000	0.112227	-0.227158	0.526433	-0.065658	0.538740	-0.181636	-0.242819	0.112288	0.420759	-0.285484	-0.060714	0.043681	-0.255902	-0.233526	0.106092	0.797004	-0.168963	-0.094111	0.177507	-0.210378	-0.147055	-0.231809	-0.001877	-0.075783	-0.310335	-0.088049	-0.205321	0.032815	-0.258939	-0.184871	-0.139013	0.623639	0.852627	0.844529	0.910902	-0.100766	-0.146091	0.136562	-0.141932	0.405852	0.718355	0.048132	-0.194649	0.168477	-0.236775	0.725302	0.336054	-0.034783	-0.154996	-0.150491	0.535432	-0.205697	0.816969	0.382468	0.398669	-0.230636	-0.075208	0.797985	-0.242598	-0.359660	-0.124405	0.083814	0.298785	-0.328222	-0.147587	0.065798	0.185438	0.592883	-0.055348	-0.091129	-0.250333	0.618050	-0.197499	0.023990	-0.233709	-0.244062	-0.209377
KC	0.115041	-0.271159	0.061430	-0.221852	-0.064370	0.037895	0.081072	0.189528	0.080528	-0.046910	0.043908	0.633540	0.059178	0.082316	-0.109822	-0.175717	0.345687	-0.005126	-0.022922	0.108838	0.278305	0.293025	0.252504	-0.026632	-0.247126	-0.113388	-0.314478	-0.038716	-0.257677	-0.249238	-0.277933	0.392804	-0.250856	0.051667	0.055302	-0.048495	-0.398983	0.030400	0.235233	-0.153058	-0.047965	-0.380656	-0.378878	-0.062431	-0.148415	0.376192	0.217172	-0.174048	-0.017832	-0.079862	0.351095	-0.191487	-0.079159	-0.175605	-0.428441	-0.262092	-0.241464	0.016555	-0.225563	-0.625040	0.112227	1.000000	-0.349886	0.392245	-0.037339	-0.108021	-0.382946	-0.493240	-0.403778	0.432339	-0.544251	-0.326647	-0.027907	-0.391549	-0.390004	-0.421445	0.085079	0.622271	-0.384857	-0.316250	-0.228536	-0.347204	-0.351844	-0.157268	-0.004094	0.013897	-0.307765	-0.294840	-0.033398	-0.398807	-0.244783	0.679747	-0.106208	0.194279	0.091742	0.047075	0.327978	-0.208635	-0.210003	0.480503	0.280733	0.071779	-0.094701	0.075197	0.218555	-0.362434	0.085559	0.406662	0.319336	0.008904	-0.354385	-0.047363	-0.391710	-0.065563	-0.120364	0.364467	-0.133566	-0.049726	0.133576	-0.282434	-0.289057	-0.413888	-0.326393	-0.152175	-0.258649	-0.603354	0.168709	0.838147	-0.079560	-0.305426	-0.397134	0.908442	0.221885	-0.240557	0.419637	-0.173117	-0.482576	-0.408981
KC_Channel	-0.435156	-0.018598	-0.093742	0.602899	-0.135902	-0.223124	-0.524301	-0.300987	-0.233202	-0.192286	-0.118574	-0.449441	0.250437	-0.388420	0.146281	0.558734	-0.534526	0.263427	-0.290065	-0.042092	-0.615401	-0.579811	-0.596521	-0.225223	-0.152061	0.150433	-0.025037	-0.320075	-0.130432	-0.021873	0.015115	-0.323794	0.569669	-0.576528	-0.247559	0.113595	-0.185576	0.173627	-0.302071	0.035805	-0.218825	0.522840	-0.052805	-0.273730	-0.328317	-0.417351	-0.332120	0.103052	-0.318134	0.041354	-0.229590	0.084787	-0.002811	0.403627	-0.120486	0.054963	-0.067770	0.096315	-0.286720	0.010840	-0.227158	-0.349886	1.000000	-0.322249	-0.184433	-0.319504	-0.232433	-0.181767	0.512058	-0.227630	0.118744	0.027311	-0.230778	0.702030	0.238195	-0.011724	-0.290217	-0.096251	-0.081013	-0.345049	-0.262292	0.811847	0.775998	0.583788	0.784231	0.376418	0.527865	0.671023	-0.144282	0.702651	0.501793	-0.145282	-0.315791	-0.179319	-0.103780	-0.258150	-0.093498	-0.131698	0.114973	-0.040538	-0.129592	-0.196447	-0.137315	-0.206774	-0.066467	-0.046060	-0.193039	-0.240265	-0.159902	-0.028082	-0.233999	-0.197417	0.632590	-0.200800	-0.067934	-0.309657	-0.164183	0.137251	-0.232443	-0.310335	-0.178282	-0.172504	-0.132915	-0.093030	0.255012	0.209521	-0.116535	-0.200755	-0.345516	0.069195	-0.034167	-0.279101	-0.226024	0.635357	-0.169391	0.391258	0.424405	0.334371
LC	0.640423	-0.290486	0.544987	-0.692692	0.518895	-0.312156	0.657815	0.443068	0.029659	0.321124	0.156968	0.667529	-0.422491	0.617059	-0.434616	-0.473277	0.548184	-0.564939	-0.104757	0.058481	0.342401	0.333706	0.341646	0.469260	-0.048126	0.209195	-0.065262	0.285619	0.006185	-0.047464	-0.249639	0.224235	-0.660759	0.527356	0.422821	-0.471687	-0.031578	-0.420157	-0.301903	0.126546	0.267607	0.055620	0.110163	0.447471	0.157063	0.009804	-0.158286	0.154416	0.371997	0.175643	-0.192259	0.324921	-0.338649	-0.543115	-0.185424	0.134825	-0.082159	0.153839	-0.032904	-0.291142	0.526433	0.392245	-0.322249	1.000000	-0.149113	0.237960	-0.201497	-0.314086	-0.217156	0.662585	-0.403765	-0.268599	0.165261	-0.312971	-0.431437	-0.233305	0.685807	0.045473	-0.300971	0.125308	-0.114783	-0.271615	-0.209468	-0.334489	-0.235619	-0.253897	-0.222910	-0.263854	-0.189404	-0.305543	-0.087261	0.032038	0.358876	0.505791	0.452754	0.391307	-0.083050	-0.058183	-0.005885	-0.082088	0.848260	0.550769	-0.057032	-0.251022	0.372684	-0.295292	0.649553	0.638420	-0.093381	-0.217845	-0.248524	0.349768	-0.254780	0.379663	0.107745	0.948202	-0.138087	-0.153080	0.668506	-0.217930	-0.175584	-0.155496	-0.143199	-0.242042	-0.388779	-0.297626	0.329017	0.284202	0.328744	-0.257061	-0.327303	0.158965	0.770693	-0.196578	0.272575	-0.326627	-0.482241	-0.384507
LEC	-0.303071	0.051210	-0.169106	0.249387	-0.307448	-0.152041	-0.114844	-0.542181	-0.585942	-0.564806	-0.364797	-0.095645	-0.052295	-0.088096	-0.232305	-0.034757	0.025023	-0.011446	-0.103419	-0.016386	-0.140580	-0.158579	-0.042778	-0.343632	0.426411	-0.113978	0.064514	-0.060553	0.035979	0.152799	0.134715	-0.048355	0.263287	-0.208043	-0.111314	-0.239813	-0.021849	0.692385	0.659414	-0.377195	-0.605778	-0.591883	-0.373035	-0.641854	-0.478166	0.564186	0.699114	-0.683570	0.146276	-0.680407	0.577706	-0.663742	0.589695	0.550030	0.307912	-0.139288	0.143035	-0.139759	-0.073691	0.349407	-0.065658	-0.037339	-0.184433	-0.149113	1.000000	-0.035430	0.435873	0.275444	-0.211928	0.061695	0.329444	0.299090	-0.112010	-0.210906	0.189370	0.120636	-0.161840	-0.161850	0.050020	0.222474	0.035204	-0.177920	-0.123249	-0.073451	-0.218239	0.013709	-0.157619	-0.117230	0.242826	-0.254878	-0.166497	0.169895	-0.155423	-0.040436	0.258081	-0.034321	0.130321	0.058935	0.518509	0.171224	-0.117479	-0.118874	0.924434	0.757726	-0.063369	0.571457	-0.052914	0.081404	0.366839	0.419250	0.611490	-0.236389	0.054717	-0.181681	-0.135752	-0.157547	0.547460	0.075169	0.383931	0.159392	0.080055	0.290163	-0.035923	0.273770	0.407694	0.171182	0.093574	0.125656	-0.067842	0.370831	0.247191	0.084932	-0.124230	-0.052767	-0.203263	-0.152765	0.195663	0.502575
Lymphocyte	0.497570	-0.307384	0.478643	-0.399723	0.545796	-0.306919	0.599749	0.269404	-0.023457	0.191246	-0.077970	0.308609	-0.488511	0.629319	-0.457787	-0.445751	0.453891	-0.658739	-0.107836	0.246104	0.123631	0.165426	0.131063	0.540470	0.103346	-0.022366	0.002054	0.247616	0.098205	0.011933	0.068351	0.047197	-0.426989	0.458705	0.330212	-0.400072	-0.094100	-0.042630	0.021948	-0.234927	-0.040437	-0.143898	0.177053	0.260653	0.100407	0.161798	0.146230	-0.089135	0.584764	-0.144352	-0.063904	0.016558	-0.085711	-0.143195	-0.133243	-0.194912	-0.012544	0.093323	0.263843	0.188734	0.538740	-0.108021	-0.319504	0.237960	-0.035430	1.000000	0.303719	0.219710	0.274517	0.124377	0.234379	0.058718	-0.210461	-0.266502	0.005654	0.269076	0.534768	-0.268063	0.201306	0.492955	0.312643	-0.217485	-0.258190	-0.146837	-0.282590	-0.334836	-0.170555	-0.318845	0.640740	-0.261540	-0.126049	-0.124937	0.953305	0.456129	0.385091	0.626384	-0.062008	0.006549	-0.142302	-0.085133	0.292149	0.680826	-0.003742	-0.076352	0.119122	0.065823	0.279002	0.065861	0.121550	-0.088556	0.095961	0.425792	-0.237927	0.642180	0.735138	0.085026	-0.058012	0.176192	0.278972	0.002410	0.130095	0.322359	0.436398	0.628837	-0.080047	0.177024	0.111517	-0.047113	0.742221	0.041253	0.137119	-0.212897	0.309200	-0.206364	-0.132412	-0.197372	0.110232	0.081451
