	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
M2	-0.350559	0.121656	-0.276186	0.289586	-0.319040	-0.048717	-0.179414	-0.414598	-0.348951	-0.423403	-0.520948	-0.342822	-0.216349	-0.129129	-0.000760	0.015707	-0.182227	0.052772	-0.056388	-0.312582	-0.368439	-0.435916	-0.259244	-0.198591	0.559334	-0.184250	0.007121	-0.142876	-0.022306	0.159038	0.264230	-0.104605	0.290186	-0.167819	-0.438672	-0.181464	0.278724	0.560627	0.379754	-0.245659	-0.457569	-0.414078	-0.181240	-0.491991	-0.218047	0.205404	0.442406	-0.465794	0.189403	-0.561865	0.293777	-0.485873	0.604632	0.542675	0.564224	0.033645	0.378379	0.099671	0.137061	0.653957	-0.236775	-0.362434	-0.046060	-0.295292	0.571457	0.065823	0.860769	0.641989	0.039154	-0.237794	0.633881	0.458651	-0.244958	0.107664	0.113324	0.078457	-0.246880	-0.275395	0.009313	0.449458	0.320660	-0.106112	0.078017	-0.079522	-0.214949	-0.154603	0.046414	0.034213	0.222195	0.079097	0.076049	-0.104246	-0.030321	-0.224991	-0.129010	-0.313204	0.086273	0.207752	0.198687	0.054182	-0.288853	-0.204582	0.400190	0.650893	-0.216501	1.000000	-0.190514	-0.239307	0.276633	0.198461	0.919600	-0.209355	0.195232	-0.206313	-0.111201	-0.263005	0.265622	0.091772	-0.185594	0.225331	0.327878	0.535603	0.164279	0.354130	0.215439	0.461942	0.029914	-0.226453	0.050353	0.476955	0.340941	-0.227456	-0.273267	0.188901	-0.229915	-0.046410	0.502377	0.605994
Mel_1	0.585006	-0.453619	0.664096	-0.539198	0.674250	-0.632971	0.584658	0.406850	-0.051578	0.373638	0.206139	0.448447	-0.398945	0.658835	-0.639261	-0.313678	0.428145	-0.689862	-0.361310	0.199981	0.113293	0.172955	0.148174	0.573058	0.062307	0.237643	-0.134898	0.160426	0.071241	-0.041778	-0.028270	0.081834	-0.469053	0.254634	0.652132	-0.541710	-0.082977	-0.252072	-0.245160	-0.086866	-0.002761	0.025423	0.009700	0.290684	-0.095626	0.070792	-0.031891	-0.050269	0.504096	-0.059955	-0.147681	0.194176	-0.125461	-0.296925	-0.169894	0.038159	-0.202853	0.066221	0.095733	-0.064605	0.725302	0.085559	-0.193039	0.649553	-0.052914	0.279002	-0.129950	-0.181229	-0.050310	0.708810	-0.269101	-0.142747	0.172014	-0.140768	-0.183381	0.045404	0.698277	-0.244482	-0.113635	0.037142	-0.127340	-0.123785	-0.168913	-0.156780	-0.105918	-0.273929	-0.007748	-0.088026	-0.103795	-0.169625	-0.127234	-0.064115	0.366877	0.488793	0.601172	0.618595	-0.085148	-0.039634	0.129817	-0.007520	0.377770	0.441901	0.022723	-0.167580	0.419519	-0.190514	1.000000	0.553347	-0.015100	-0.238661	-0.148971	0.483690	-0.103509	0.646070	0.173680	0.681168	-0.136588	-0.096098	0.833909	-0.202038	-0.272425	-0.120939	-0.139726	0.021300	-0.231299	-0.072486	0.153573	0.155104	0.357115	-0.112086	-0.212079	-0.173908	0.779364	-0.129394	0.067638	-0.102034	-0.180386	-0.209542
Mel_2	0.434434	-0.230939	0.379902	-0.488278	0.272835	-0.298195	0.502981	0.357434	0.048860	0.252720	0.174958	0.522602	-0.325558	0.443067	-0.467634	-0.384454	0.459164	-0.450113	-0.140711	0.134715	0.244019	0.228698	0.344597	0.226470	0.018547	0.268657	-0.096976	0.090240	0.041209	-0.136027	-0.188942	0.290238	-0.439613	0.308387	0.473146	-0.451865	-0.250939	-0.121731	-0.018040	-0.008204	0.046255	-0.194152	-0.085348	0.160114	-0.023465	0.226351	0.095790	-0.114271	0.298125	-0.086884	0.157325	0.085258	-0.097535	-0.286835	-0.298674	-0.122843	-0.177167	-0.016847	-0.175275	-0.281763	0.336054	0.406662	-0.240265	0.638420	0.081404	0.065861	-0.214771	-0.265442	-0.260115	0.931704	-0.418975	-0.200630	0.197298	-0.297430	-0.276939	-0.159946	0.440427	0.064519	-0.217408	-0.045745	-0.177968	-0.180044	-0.167581	-0.329563	-0.197433	-0.185486	-0.185408	-0.233133	-0.113066	-0.308759	-0.117042	0.091169	0.113078	0.254089	0.195764	0.208460	0.091779	0.023885	0.141634	-0.096300	0.395097	0.273115	0.120091	-0.014203	0.521429	-0.239307	0.553347	1.000000	-0.062267	-0.147752	-0.152440	0.243834	-0.275912	0.227944	-0.094876	0.669091	-0.087603	-0.116992	0.441254	-0.161338	-0.258311	-0.282970	-0.278088	-0.076974	-0.170900	-0.323094	0.742512	0.405661	0.173040	-0.150079	-0.260347	0.214921	0.604791	-0.223412	0.061285	-0.304701	-0.395706	-0.274457
Memory B cells	-0.131262	-0.345140	0.055449	0.206510	-0.106611	-0.198428	-0.157546	-0.261813	-0.392497	-0.360050	-0.036311	0.396521	-0.003914	-0.043710	-0.186389	-0.019338	0.200238	-0.102947	-0.122327	-0.060777	0.012949	-0.002530	-0.180104	-0.162999	0.171364	-0.223692	-0.298339	-0.238580	-0.351313	-0.273022	-0.025908	0.532554	0.067920	-0.458807	-0.004196	0.022184	-0.251598	0.427347	0.437002	-0.470210	-0.518865	-0.473198	-0.455733	-0.356189	-0.438424	0.561259	0.490687	-0.500693	0.122399	-0.488543	0.425297	-0.522662	0.267312	0.355190	0.049270	-0.349167	-0.162251	-0.180150	0.306802	-0.156351	-0.034783	0.319336	-0.159902	-0.093381	0.366839	0.121550	0.194477	0.002263	-0.291743	0.153005	0.196915	0.331268	-0.267840	-0.154780	0.088303	0.001863	-0.075295	0.126479	-0.165765	0.425587	-0.071234	-0.257333	-0.123770	-0.053650	0.136237	-0.402643	-0.139509	-0.114759	0.190331	-0.152414	-0.296523	0.517377	0.020960	0.000542	0.688855	0.076459	0.063586	-0.112818	0.311572	0.588553	0.036013	-0.064959	0.347625	0.227604	-0.178409	0.276633	-0.015100	-0.062267	1.000000	-0.440736	0.035975	-0.142647	-0.099662	-0.139152	-0.133092	-0.108021	0.149708	0.173234	-0.045208	-0.164835	0.022746	0.024911	-0.225118	0.713132	0.230464	-0.104270	0.700535	0.413399	0.024525	0.381683	0.248968	0.337010	-0.028092	-0.225844	0.268347	0.130606	0.364200	0.415012
Merkel	-0.236221	0.281454	-0.280888	0.230021	-0.272546	0.250409	-0.198157	0.002349	0.333582	-0.108058	0.170820	-0.018738	0.248995	-0.152147	0.090507	0.156974	-0.114684	0.207286	0.027710	0.127884	-0.072650	-0.093503	0.052801	-0.206732	0.157765	0.165999	0.283051	-0.044087	0.068934	0.185978	0.036751	-0.172258	0.249957	-0.120631	-0.146657	0.244753	0.125030	0.449806	0.723265	0.001454	-0.155655	-0.201915	-0.169775	-0.348394	-0.172222	0.275913	0.495393	-0.280714	0.020675	-0.179737	0.675473	-0.438299	0.353452	0.351650	0.323411	0.135871	0.100910	0.141500	0.094623	0.213115	-0.154996	0.008904	-0.028082	-0.217845	0.419250	-0.088556	0.194956	0.146501	-0.187339	-0.201471	0.164337	0.518807	-0.118607	-0.193441	0.092526	-0.035218	-0.219542	-0.049083	0.121215	0.048013	0.208981	-0.067180	-0.053727	0.008337	0.030812	0.204059	-0.231476	-0.142555	0.302575	-0.180265	-0.040104	-0.019929	-0.166200	-0.174885	-0.389930	-0.118959	0.708013	-0.057404	-0.402554	-0.256755	-0.289382	-0.205297	0.332921	0.466822	-0.229204	0.198461	-0.238661	-0.147752	-0.440736	1.000000	0.554782	-0.299087	-0.058069	-0.278334	-0.188306	-0.202185	0.054657	-0.009492	-0.248023	0.495712	0.091732	-0.016339	0.045627	-0.142771	0.118298	-0.016016	-0.264245	-0.043706	-0.095832	0.352030	0.533668	0.163098	-0.224359	-0.102049	-0.149810	0.045793	0.049574	0.264562
Mesenchymal.Fb	-0.245566	0.131115	-0.232500	0.166335	-0.239044	-0.016516	-0.066333	-0.383723	-0.363473	-0.394191	-0.468587	-0.299836	-0.328180	-0.059599	-0.059109	-0.091612	-0.107525	-0.022838	-0.021955	-0.244024	-0.260547	-0.333490	-0.118201	-0.132562	0.517707	-0.180130	0.079684	-0.080097	0.026779	0.174551	0.225335	-0.123277	0.187905	-0.047910	-0.402328	-0.290395	0.313489	0.518265	0.407131	-0.241694	-0.394840	-0.453558	-0.145354	-0.426182	-0.154649	0.216276	0.435531	-0.475002	0.235590	-0.560729	0.294558	-0.430526	0.551486	0.453804	0.567293	0.070227	0.359390	0.054064	0.112117	0.685590	-0.150491	-0.354385	-0.233999	-0.248524	0.611490	0.095961	0.785917	0.688049	-0.068071	-0.177853	0.608728	0.456267	-0.123817	-0.150661	0.071820	0.097882	-0.222705	-0.305496	0.064820	0.496429	0.257996	-0.182471	-0.099929	-0.200644	-0.329180	-0.212175	-0.127511	-0.179603	0.240623	-0.153071	-0.068767	-0.134862	0.000359	-0.170846	-0.026428	-0.097139	0.106762	0.295773	0.452814	-0.069384	-0.275543	-0.153112	0.433445	0.688125	-0.156909	0.919600	-0.148971	-0.152440	0.035975	0.554782	1.000000	-0.191428	0.049439	-0.122385	-0.053673	-0.230999	0.299317	-0.012597	-0.040782	0.326828	0.356522	0.578922	0.273077	0.077723	0.161856	0.408085	-0.032913	-0.226974	0.103474	0.446116	0.381778	-0.222304	-0.233829	-0.075673	-0.212727	-0.149018	0.402502	0.507737
Mesenchymal.Fb.COCH	0.723132	-0.317648	0.505527	-0.460904	0.564995	-0.317820	0.551532	0.440461	0.235757	0.501594	0.320128	0.391560	-0.145584	0.594767	-0.334887	-0.351567	0.398605	-0.460907	-0.166472	0.147688	0.137710	0.131590	0.216621	0.580809	0.149546	0.109420	-0.088807	0.103172	0.114281	-0.031014	0.008045	0.076133	-0.363503	0.376083	0.358152	-0.202364	-0.029746	-0.254871	-0.195685	-0.024005	0.115750	0.032382	0.148100	0.469799	0.100166	-0.001794	-0.091987	0.097123	0.480195	0.044725	-0.182711	0.255043	-0.098131	-0.209233	-0.175264	0.010744	-0.122803	0.122194	0.284437	0.163541	0.535432	-0.047363	-0.197417	0.349768	-0.236389	0.425792	-0.107003	-0.038520	0.177245	0.284880	0.016139	-0.012790	0.136160	-0.195143	-0.172021	0.011227	0.659743	-0.259397	-0.039862	0.081269	-0.010295	-0.102374	-0.136558	-0.042492	-0.204179	-0.228169	0.013398	-0.256464	0.075165	-0.153690	-0.030683	-0.087393	0.467781	0.405797	0.463038	0.407002	-0.170389	0.123913	0.281867	-0.131135	0.177898	0.654274	-0.182066	-0.246199	0.033239	-0.209355	0.483690	0.243834	-0.142647	-0.299087	-0.191428	1.000000	-0.246513	0.674538	0.301555	0.308838	-0.266275	-0.052216	0.355667	0.060285	0.015193	0.104788	0.186876	-0.026098	-0.251541	0.185240	-0.096198	0.018356	0.546722	-0.018920	0.006688	-0.320619	0.420982	-0.211949	-0.119424	-0.133078	-0.052814	-0.109739
Mesenchymal.Fb.FGFBP2	-0.415425	0.136379	-0.049273	0.546712	-0.124461	-0.260002	-0.453435	-0.298909	-0.235228	-0.233169	-0.191914	-0.429639	0.278873	-0.309966	0.183972	0.557382	-0.531106	0.250300	-0.232405	-0.176918	-0.587925	-0.590955	-0.538975	-0.230993	0.069730	0.175469	0.039330	-0.211252	-0.006526	0.048435	0.131394	-0.348675	0.470790	-0.465888	-0.110610	0.119222	0.076350	0.138563	-0.223226	0.069072	-0.238819	0.439519	-0.007937	-0.218245	-0.228483	-0.299495	-0.140208	0.117622	-0.186011	-0.018670	-0.242305	-0.006160	0.101262	0.303146	0.215146	0.132443	0.089840	0.064911	-0.089545	0.354770	-0.205697	-0.391710	0.632590	-0.254780	0.054717	-0.237927	0.045714	0.147796	0.520539	-0.252249	0.231973	0.150390	-0.066230	0.591991	0.347297	0.146101	-0.213590	-0.147719	0.010316	-0.095425	-0.136763	0.512162	0.464347	0.447167	0.456486	0.283915	0.663840	0.534469	-0.040017	0.512605	0.558608	-0.190343	-0.264643	-0.188358	-0.135582	-0.186070	-0.086570	-0.071162	0.334190	-0.097513	-0.143619	-0.233928	0.118463	-0.074461	-0.104273	0.195232	-0.103509	-0.275912	-0.099662	-0.058069	0.049439	-0.246513	1.000000	-0.146954	-0.100560	-0.198244	-0.036957	0.240322	-0.081116	-0.187410	-0.101579	-0.002706	-0.045547	0.216344	0.349556	0.503109	-0.162450	-0.296808	-0.260650	0.193829	0.079473	-0.352176	-0.194076	0.681971	-0.203281	0.369882	0.489681	0.318065
Mesenchymal.Fb.INHBA	0.664261	-0.414637	0.714800	-0.549181	0.850854	-0.458861	0.649956	0.420639	0.109651	0.419164	0.263189	0.356629	-0.425892	0.718139	-0.501074	-0.435026	0.493167	-0.712235	-0.133901	0.207218	0.193336	0.268455	0.205727	0.722257	0.018993	0.010564	-0.012433	0.342614	0.078989	-0.090568	0.033461	-0.028929	-0.475835	0.457766	0.560680	-0.424413	-0.019658	-0.258978	-0.257487	-0.123498	0.098022	0.078769	0.155401	0.459541	0.088154	0.061005	-0.052900	0.087666	0.557779	0.038519	-0.203941	0.281891	-0.252390	-0.307651	-0.222129	-0.041117	-0.065272	0.074196	0.203409	0.111275	0.816969	-0.065563	-0.200800	0.379663	-0.181681	0.642180	-0.069640	-0.019570	0.353686	0.321908	-0.019032	-0.068714	-0.051092	-0.151916	-0.118801	0.174310	0.679277	-0.301414	0.089525	0.139940	0.006462	-0.071594	-0.166831	-0.113457	-0.192095	-0.364036	-0.056248	-0.111505	0.277717	-0.160277	-0.012616	-0.060898	0.664256	0.543957	0.645897	0.827148	-0.134622	-0.041140	0.334356	-0.097739	0.272972	0.635901	-0.110430	-0.225643	0.085655	-0.206313	0.646070	0.227944	-0.139152	-0.278334	-0.122385	0.674538	-0.146954	1.000000	0.604786	0.306425	-0.160719	0.066914	0.613088	-0.097325	-0.075524	0.150100	0.343044	0.154804	-0.219068	0.086246	-0.228455	-0.046696	0.656478	-0.040763	-0.061444	-0.273314	0.484160	-0.177019	-0.011798	-0.234744	-0.074886	-0.145522
MigDC	0.342866	-0.241082	0.392198	-0.192301	0.489580	-0.227910	0.481332	0.159362	-0.030337	0.144997	-0.032429	0.116424	-0.276600	0.404391	-0.244893	-0.245710	0.291494	-0.420930	-0.135992	0.386611	-0.068109	0.018790	0.046237	0.531789	-0.102542	0.001350	0.037696	0.072698	0.000437	0.059498	0.022549	-0.105991	-0.212432	0.329278	0.194564	-0.215503	-0.087486	-0.040866	-0.040923	-0.164133	0.019120	0.096779	0.242142	0.229092	0.071801	0.017914	0.028460	0.089263	0.331014	-0.039347	-0.173994	0.083829	-0.165265	-0.075943	-0.105144	-0.051938	-0.049106	0.165400	0.339046	0.132082	0.382468	-0.120364	-0.067934	0.107745	-0.135752	0.735138	0.043015	-0.041446	0.673511	-0.037961	0.229436	0.055121	-0.164528	-0.049075	0.081450	0.229562	0.263728	-0.179130	0.151328	0.059657	0.046551	0.058390	-0.098689	0.262901	-0.087771	-0.146167	-0.022418	-0.002866	0.654116	-0.070440	0.048016	-0.117531	0.654210	0.242071	0.215659	0.458478	-0.046356	-0.076638	-0.074770	-0.105667	0.341671	0.579342	-0.071653	-0.183947	0.176379	-0.111201	0.173680	-0.094876	-0.133092	-0.188306	-0.053673	0.301555	-0.100560	0.604786	1.000000	-0.008752	-0.104905	0.121164	0.229824	-0.099845	-0.126334	0.342061	0.597102	0.226839	0.008376	0.212099	-0.169072	-0.076573	0.414463	-0.023827	0.209831	-0.204610	0.095165	-0.139642	-0.062108	-0.073706	0.248225	0.063337
MigLC	0.559976	-0.224381	0.455675	-0.651130	0.425271	-0.308841	0.587728	0.385702	0.060710	0.315625	0.186189	0.606263	-0.389744	0.520174	-0.365443	-0.423537	0.479829	-0.485374	-0.111965	0.021553	0.313657	0.274356	0.362608	0.382411	-0.006552	0.258941	-0.044162	0.230220	0.011683	-0.037988	-0.262291	0.167532	-0.625328	0.474526	0.363926	-0.430919	-0.029590	-0.391663	-0.310747	0.172335	0.249837	0.091539	0.073624	0.377442	0.135025	-0.021899	-0.170650	0.154665	0.283174	0.169462	-0.178967	0.304570	-0.277711	-0.531214	-0.174765	0.143408	-0.134391	0.115520	-0.075417	-0.262480	0.398669	0.364467	-0.309657	0.948202	-0.157547	0.085026	-0.201145	-0.266678	-0.334261	0.691102	-0.397263	-0.291520	0.243470	-0.309427	-0.449100	-0.282733	0.591514	0.034954	-0.331932	0.032023	-0.127530	-0.288977	-0.178905	-0.374980	-0.272154	-0.234697	-0.198828	-0.248385	-0.255497	-0.315164	-0.105330	0.029252	0.194367	0.334068	0.284598	0.213301	-0.062416	0.003799	0.028137	-0.088904	0.650914	0.399251	-0.057109	-0.268367	0.420301	-0.263005	0.681168	0.669091	-0.108021	-0.202185	-0.230999	0.308838	-0.198244	0.306425	-0.008752	1.000000	-0.137310	-0.134567	0.593001	-0.195421	-0.177931	-0.176446	-0.224470	-0.300838	-0.403181	-0.272482	0.222584	0.259759	0.212825	-0.276511	-0.367960	0.144381	0.757158	-0.185618	0.227011	-0.326851	-0.468896	-0.367762
Monocytes	-0.131357	0.112182	-0.156799	0.045327	-0.202565	0.011696	-0.020997	-0.450370	-0.328103	-0.572200	-0.338895	-0.115554	0.017752	-0.061608	-0.138678	-0.085037	0.064501	-0.024375	0.022356	0.110170	0.040190	0.074023	0.009226	-0.250848	0.203945	-0.140801	0.172437	-0.079738	0.065597	0.110069	0.002940	-0.104813	0.120307	-0.058977	-0.036556	0.040965	0.098482	0.313264	0.335858	-0.159681	-0.273464	-0.278039	-0.170559	-0.294831	-0.220333	0.303388	0.320535	-0.362446	-0.004681	-0.339450	0.300701	-0.325741	0.292670	0.266470	0.316785	-0.035715	0.214103	0.032314	-0.025015	0.270816	-0.230636	-0.133566	-0.164183	-0.138087	0.547460	-0.058012	0.321683	0.019331	-0.176989	-0.058289	0.313160	0.114218	-0.212356	-0.136785	0.234020	0.281102	-0.109048	-0.211244	0.402786	0.177096	0.087548	-0.172050	-0.058640	-0.138815	-0.178267	-0.169460	-0.149011	-0.106600	0.052163	-0.149437	-0.130537	0.020427	-0.103107	-0.198886	-0.206777	-0.194066	-0.065871	-0.058881	-0.221660	0.352649	-0.187328	-0.203286	0.520997	0.397579	0.020067	0.265622	-0.136588	-0.087603	0.149708	0.054657	0.299317	-0.266275	-0.036957	-0.160719	-0.104905	-0.137310	1.000000	0.130977	-0.132864	0.269446	0.159173	0.455702	0.226763	0.025929	0.285774	0.193149	0.297470	0.013768	-0.106688	0.183503	-0.042515	-0.071424	-0.086234	-0.113371	-0.164014	-0.119147	0.134599	0.227949
NKT cells	-0.042500	-0.094705	0.064677	0.137478	0.076443	-0.093804	0.001017	-0.193677	-0.128651	-0.204271	-0.135837	0.082413	-0.087562	0.084741	-0.137340	-0.045257	0.154180	-0.154333	-0.019432	-0.191892	-0.098913	-0.059116	-0.150427	0.021064	-0.006127	-0.039148	-0.013562	0.282163	-0.167823	-0.093214	-0.137115	-0.087152	0.081724	-0.100429	0.050338	-0.009375	0.006492	0.190692	0.076983	-0.176279	-0.155690	0.003421	-0.067401	-0.085306	-0.119921	0.252407	0.149467	-0.112125	0.072349	-0.127543	0.054790	-0.104387	-0.003174	0.230858	0.004046	-0.168951	0.242014	0.063559	-0.145532	0.097319	-0.075208	-0.049726	0.137251	-0.153080	0.075169	0.176192	0.115594	0.037346	0.407564	-0.059156	0.098556	0.023811	-0.007718	0.133940	0.056659	-0.005902	-0.063215	-0.109963	-0.012745	0.078530	0.050355	0.077400	0.164980	0.076178	0.066320	-0.068970	0.163638	0.141625	0.153893	0.072978	0.221011	0.149158	0.119922	0.054721	-0.238607	-0.021535	-0.144947	0.121700	0.019948	0.223270	-0.169676	0.038242	0.113672	-0.016988	0.134225	0.091772	-0.096098	-0.116992	0.173234	-0.009492	-0.012597	-0.052216	0.240322	0.066914	0.121164	-0.134567	0.130977	1.000000	-0.191800	-0.054228	-0.003239	-0.057652	0.067657	0.376890	0.090268	0.146586	-0.003072	0.123982	-0.057271	0.090393	-0.012313	-0.057275	0.034777	0.216844	-0.119926	0.002471	0.127028	0.195282
ORS	0.589861	-0.399889	0.618407	-0.587696	0.683868	-0.669414	0.671379	0.360988	-0.190574	0.377669	0.234345	0.397251	-0.587777	0.663413	-0.605962	-0.455916	0.556080	-0.674105	-0.472180	0.373049	-0.005291	0.201562	0.082828	0.606029	0.189328	0.203414	-0.084515	0.108151	0.192252	0.123401	0.221524	-0.053310	-0.495716	0.289447	0.634270	-0.704357	-0.057299	-0.117803	-0.146098	-0.201337	-0.262914	-0.135363	-0.125755	0.140107	-0.425956	0.257788	0.273967	-0.256296	0.539370	-0.309773	-0.049755	0.081892	0.090892	-0.237882	-0.031543	0.016649	-0.137323	0.017972	0.068760	-0.047811	0.797985	0.133576	-0.232443	0.668506	0.383931	0.278972	-0.056301	-0.183657	-0.005721	0.541327	-0.338804	-0.153755	0.184378	-0.244698	-0.305393	-0.040120	0.658092	-0.246309	-0.244399	0.210525	-0.187165	-0.206715	-0.137036	-0.139585	-0.130829	-0.303684	-0.019851	-0.115657	-0.046972	-0.295064	-0.173469	-0.108056	0.344836	0.526423	0.665248	0.625130	0.245170	-0.097099	0.105932	-0.137065	0.557244	0.453758	0.541865	-0.089863	0.390102	-0.185594	0.833909	0.441254	-0.045208	-0.248023	-0.040782	0.355667	-0.081116	0.613088	0.229824	0.593001	-0.132864	-0.191800	1.000000	-0.263768	-0.311136	-0.097788	-0.137676	0.046888	-0.300276	-0.099965	0.133143	0.271916	0.376172	-0.089449	-0.278204	-0.183896	0.622205	-0.169928	0.078491	-0.305858	-0.287032	-0.275834
Papillary.Fb	-0.065189	0.471023	-0.403751	-0.052993	-0.234449	0.569081	-0.029574	0.049636	0.323596	0.103802	0.036624	-0.123809	0.165141	-0.125484	0.341034	-0.018573	-0.109426	0.255464	0.332804	-0.159498	0.232277	0.139225	0.299337	-0.146387	0.259107	-0.028418	0.309124	0.200397	0.230663	0.172306	0.192367	-0.027810	0.078195	0.124190	-0.204140	0.194087	0.440734	-0.103945	0.157137	0.308876	0.327413	-0.122500	0.071544	0.012657	0.280290	-0.042809	-0.023622	0.137845	-0.024050	0.095258	0.089860	0.064468	0.166557	0.024105	0.406599	0.330083	0.215772	-0.086040	0.232520	0.614528	-0.242598	-0.282434	-0.310335	-0.217930	0.159392	0.002410	0.402117	0.332104	-0.156225	-0.225332	0.456068	0.469377	-0.030497	-0.266626	0.080982	0.135671	-0.216685	-0.066221	0.295256	0.325130	0.516534	-0.235809	-0.237525	-0.240812	-0.329199	-0.082826	-0.247204	-0.266899	0.108887	-0.238384	-0.036201	-0.163968	-0.067335	-0.298708	-0.355346	-0.222705	0.113861	0.557129	0.482388	-0.159732	-0.252605	-0.317430	0.112869	0.179158	-0.339089	0.225331	-0.202038	-0.161338	-0.164835	0.495712	0.326828	0.060285	-0.187410	-0.097325	-0.099845	-0.195421	0.269446	-0.054228	-0.263768	1.000000	0.551174	0.418065	0.400795	-0.038226	-0.014995	0.274134	-0.290615	-0.368932	0.002553	0.416766	0.469938	-0.207549	-0.302318	-0.202743	-0.081543	-0.098888	0.135319	0.165627
Pc1	-0.001128	0.542148	-0.351341	-0.010527	-0.163518	0.475772	0.066919	-0.121151	0.169742	-0.134924	-0.163932	-0.081692	-0.107286	-0.059374	0.328615	-0.181603	-0.014253	0.125771	0.486646	-0.261068	0.191146	0.000918	0.223812	0.074143	0.223588	0.022373	0.351261	0.214923	0.195549	0.187700	0.093710	-0.016455	-0.073671	0.325158	-0.392578	0.029910	0.449464	-0.073768	-0.005633	0.422459	0.266526	0.001299	0.324390	0.132537	0.375812	-0.069488	-0.103913	0.213199	-0.000918	0.157383	-0.146082	0.094565	-0.014259	-0.091318	0.402101	0.390886	0.305904	-0.021261	0.117708	0.483154	-0.359660	-0.289057	-0.178282	-0.175584	0.080055	0.130095	0.498413	0.496783	-0.110843	-0.277935	0.635872	0.421079	-0.310857	-0.095145	0.063097	0.002537	-0.187900	-0.133756	0.286867	0.501596	0.557944	-0.130787	-0.082272	-0.300898	-0.314551	-0.150560	-0.100004	-0.015097	0.061555	-0.106155	0.218825	-0.067849	0.096295	-0.371913	-0.297877	-0.327844	0.000385	0.416643	0.134412	-0.284777	-0.161791	-0.275411	0.053376	0.100025	-0.346310	0.327878	-0.272425	-0.258311	0.022746	0.091732	0.356522	0.015193	-0.101579	-0.075524	-0.126334	-0.177931	0.159173	-0.003239	-0.311136	0.551174	1.000000	0.651344	0.313374	0.151837	0.057718	0.311055	-0.077189	-0.436558	0.142768	0.448393	0.298473	-0.140294	-0.236596	-0.067295	-0.059506	-0.240147	0.174873	0.119859
